cast,country,Year,Quarter,Month,Day,description,duration,director,listed_in,rating,release_year,show_id,title,type
"Kim Chiu, JM de Guzman, Tony Labrusca, Martin del Rosario, Kate Alejandrino, Miel Espinoza, Janella Salvador, Cris Villanueva, Almira Muhlach, Cris Villonco, Mercedes Cabral, Jerry O'Hara, Simon Ibarra, Alex Medina, Markus Paterson",Philippines,2020,Qtr 4,December,1,A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.,99 min,Derick Cabrido,"Horror Movies, International Movies",TV-MA,2020,s7296,U-Turn,Movie
"Kim Chiu, Xian Lim, Empoy Marquez, Martin del Rosario, Pilita Corrales, Tirso Cruz III, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Philippines,2019,Qtr 1,February,27,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more.",110 min,Mae Czarina Cruz,"Comedies, International Movies, Romantic Movies",TV-PG,2014,s1099,Bride For Rent,Movie
"Kim Coates, Tyler Ross, Lauren VÃ©lez, Reno Wilson, Bruno Gunn, Tracy Vilar, Sona Eyambe, Corey Taylor, Meadow Williams",United States,2017,Qtr 1,March,30,Fallen Los Angeles police officer Terrence Downe finds new life as a secret weapon: a scientifically altered super-cop with unlimited lives.,91 min,Shawn Crahan,Action & Adventure,R,2016,s4580,Officer Downe,Movie
"Kim Da-mi, Cho Min-soo, Choi Woo-shik, Park Hee-soon, Choi Jung-woo, Ko Min-si, Oh Mi-hee, Kim Byung-ok",South Korea,2020,Qtr 2,June,10,The life of a seemingly ordinary high school student with a mysterious past is turned upside down when a group of strangers show up and wreak havoc.,126 min,Park Hoon-jung,"Action & Adventure, International Movies, Sci-Fi & Fantasy",TV-MA,2018,s7006,The Witch: Part 1 - The Subversion,Movie
"Kim Go-eun, Jung Hae-in, Park Hae-joon, Kim Guk-hee, Jung Eugene, Choi Jun-young, Yoo Yeol, Nam Mun-cheol",South Korea,2019,Qtr 4,November,5,"A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart.",123 min,Jung Ji-woo,"Dramas, International Movies, Romantic Movies",TV-MA,2019,s7268,Tune in for Love,Movie
"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton, Anika Noni Rose, Kerry Washington, Tessa Thompson, Phylicia Rashad, Whoopi Goldberg, Omari Hardwick, Macy Gray, Michael Ealy, Richard Lawson, Hill Harper, Khalil Kain",United States,2020,Qtr 2,May,1,This adaptation of Ntozake Shange's play consists of a series of poetic vignettes that explore the lives of modern African American women.,134 min,Tyler Perry,Dramas,R,2010,s2222,For Colored Girls,Movie
"Kimberly-Sue Murray, Christopher Russell, Lauren Holly, Jodie Sweetin, Morgan Fairchild",Canada,2018,Qtr 2,May,1,"Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs.",92 min,Justin G. Dyck,"Comedies, International Movies, Romantic Movies",PG,2018,s4348,My Perfect Romance,Movie
"Kimi Verma, Manpreet Singh, Arun Bali, Dolly Minhas, Avtar Gill, Manmeet Singh, Neelu Kohli, Vivek Shaq, Nirmal Rishi, Pooja Tandon",India,2019,Qtr 1,January,30,"Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.",141 min,Kamal Sahani,"Dramas, Faith & Spirituality, International Movies",TV-14,2008,s5401,Sat Sri Akal,Movie
"Kinda Allouch, Ahmed Salah Al-Saadany, Dina Fouad, Amr Youssef, Ahmed Safwat, Madlyn Tabar, Yasser Ali Maher, Nadia Fahmi, Menha Zaytoon, Tamim Abdou, Mostafa Abd Elsalam",Egypt,2019,Qtr 2,June,20,A young woman discovers that familial and psychological traumas can be difficult to leave behind.,83 min,Sherif Mandour,"International Movies, Thrillers",TV-14,2011,s7360,Unruly Friends,Movie
Kip Andersen,United States,2015,Qtr 3,September,15,Learn how factory farming is decimating the planet's natural resources â€“ and why this crisis has been largely ignored by major environmental groups.,90 min,"Kip Andersen, Keegan Kuhn",Documentaries,TV-PG,2014,s1514,Cowspiracy: The Sustainability Secret,Movie
"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,2019,Qtr 4,October,11,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,151 min,Sion Sono,"Dramas, International Movies, Thrillers",TV-MA,2019,s6369,The Forest of Love,Movie
"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,2020,Qtr 2,April,30,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,1 Season,Sion Sono,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2020,s6370,The Forest of Love: Deep Cut,TV Show
"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn, Denis Leary, Frank Langella, Tommy Lee Jones, Ernest Borgnine",United States,2019,Qtr 2,June,1,"When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them.",110 min,Joe Dante,"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1998,s5674,Small Soldiers,Movie
"Kirsten Dunst, Joe Cole, Pilou AsbÃ¦k, Jack Kilmer, Steph DuVall, Susan Traylor, Joel McCoy, Michael Pavlicek",United States,2020,Qtr 2,June,21,"Shattered after her mother's death, a woman floats away from reality under the effect of a potent, hallucinatory drug as her life decays into chaos.",101 min,"Kate Mulleavy, Laura Mulleavy","Dramas, Independent Movies, Thrillers",R,2017,s7658,Woodshock,Movie
"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett",United States,2019,Qtr 4,November,20,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.",101 min,Andy Tennant,"Children & Family Movies, Comedies",PG,1995,s3077,It Takes Two,Movie
"Kishore Kadam, Ashwini Giri, Kamal Desai, Devika Daftardar, Sunil Sukthankar, Shriram Ranade, Padmanabh Bind",India,2018,Qtr 1,March,15,A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.,120 min,"Sumitra Bhave, Sunil Sukthankar","Dramas, Independent Movies, International Movies",TV-PG,2009,s1936,Ek Cup Chya,Movie
"Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan",India,2018,Qtr 1,March,1,A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.,41 min,Dhilip Kumar,"Dramas, Independent Movies, International Movies",TV-14,2017,s3296,Kalki,Movie
"Kit Chan, Xiang Yun, Bobby Tonelli, Shane Pow, Seraph Sun, Marcus Chiau, Sierra Bustos, Amy Cheng, Lin Yu Hui, Youyi",Singapore,2018,Qtr 4,December,20,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.,89 min,Jason Lai,"Dramas, International Movies, Thrillers",TV-MA,2014,s4139,Miss J Contemplates Her Choice,Movie
"Ko Soo, Kyung-gu Seol, Yu-chun Park, Hye-jung Kang, In-hwan Park, Ho-jin Chun",South Korea,2017,Qtr 2,June,2,"After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.",102 min,Jun-seong Kim,"International Movies, Sci-Fi & Fantasy, Thrillers",TV-MA,2017,s3807,Lucid Dream,Movie
"Kodi Smit-McPhee, Michael Fassbender, Ben Mendelsohn, Caren Pistorius, Rory McCann, Andrew Robertt, Edwin Wright, Kalani Queypo","United Kingdom, New Zealand",2018,Qtr 3,July,26,"Determined to find the woman he loves, a Scottish teenager braves the Western frontier of 19th-century America, with bounty hunters hot on his trail.",84 min,John Maclean,"Action & Adventure, Dramas, International Movies",R,2015,s5672,Slow West,Movie
"Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, John Goodman",United States,2020,Qtr 4,October,18,"When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day.",93 min,"Sam Fell, Chris Butler","Children & Family Movies, Comedies",PG,2012,s4771,ParaNorman,Movie
"Koena Mitra, Fardeen Khan, Kay Kay Menon, Mumait Khan, Rakhi Sawant, Feroz Khan, Zabyn Khan, Rohit Roy, Gulshan Grover, Amin Hajee",India,2019,Qtr 2,April,15,"Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted.",141 min,Suparn Verma,"International Movies, Music & Musicals, Thrillers",TV-14,2005,s1939,Ek Khiladi Ek Haseena,Movie
"Kohtee Aramboy, Yingsak Chonglertjetsadawong, Jaturong Mokjok, Apaporn Nakornsawan, Pharanyu Rojanawuthitham, Wiradit Srimalai, Ekkachai Srivichai, Chaiwat Thongsaeng, Kachapa Toncharoen",Thailand,2018,Qtr 3,July,25,"The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner.",103 min,Poj Arnon,"Comedies, Horror Movies, International Movies",TV-MA,2011,s4586,Oh My Ghost 2,Movie
"Kohtee Aramboy, Yingsak Chonglertjetsadawong, Jaturong Mokjok, Waraphat Phatsathit, Wiradit Srimalai, Ekkachai Srivichai, Varuth Waratham, Butsarin Yokpraipan",Thailand,2018,Qtr 3,August,16,"After a body is discovered in their building, a vengeful, paranormal presence begins to affect Taew, Mod Dum and Cartoon's business.",103 min,Poj Arnon,"Comedies, Horror Movies, International Movies",TV-MA,2012,s4587,Oh My Ghost 3,Movie
"Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla, Merlin Rose, Detlev Buck, Peter Kurth, Anika Mauer, Frederic Linkemann, Bernd HÃ¶lscher",Germany,2020,Qtr 4,December,4,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.",106 min,Detlev Buck,"Comedies, International Movies, Thrillers",TV-MA,2020,s1364,Christmas Crossfire,Movie
"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina KlÃ¼ber, Sami Nasser, Kayla Rybicka, Jytte-Merle BÃ¶hrnsen, Emrah Erdogru, Tim Grothe, HÃ¼lya Duyar",Germany,2016,Qtr 4,December,15,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,93 min,Sinan AkkuÅŸ,"Comedies, International Movies",TV-MA,2015,s103,3 TÃ¼rken & ein Baby,Movie
"Kouki Uchiyama, Ayumu Murase, Megumi Han, Ami Koshimizu, Atsuko Tanaka, Rikiya Koyama, Avu-chan, Kenjiro Tsuda, KEN THE 390, Subaru Kimura, Young Dais, Hannya, AFRA",Japan,2018,Qtr 1,January,5,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.",1 Season,Masaaki Yuasa,"Anime Series, International TV Shows, TV Horror",TV-MA,2018,s1729,Devilman Crybaby,TV Show
"Kozo Morishita, Yoko Takahashi, Shinji Aramaki, Kenji Kamiyama","United States, Japan",2019,Qtr 3,August,5,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers.",59 min,Alex Burunova,"Documentaries, International Movies",TV-MA,2019,s2013,Enter the Anime,Movie
"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik",India,2019,Qtr 1,January,15,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that.",125 min,Feroz,"Action & Adventure, Dramas, International Movies",TV-MA,2017,s4752,Pandigai,Movie
"Kris Aquino, Claudine Barretto, Boots Anson-Roa, Glaiza De Castro, Jhong Hilario, Liza Lorena, Bernard Palanca, Wendell Ramos, Maja Salvador, Ronaldo Valdez",Philippines,2019,Qtr 1,March,21,Two weddings marred by tragedy lead the respective brides to believe that that they've been cursed by an old cultural superstition.,101 min,Chito S. RoÃ±o,"Horror Movies, International Movies",TV-PG,2006,s6992,The Wedding Curse,Movie
"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild, Bryan Casserly, Chase Joliet, Atheena Frizzell, Augustine Frizzell, Bill Wise, Olivia Grace Applegate, Trey Edward Shults",United States,2018,Qtr 4,November,7,"After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event.",81 min,Trey Edward Shults,"Dramas, Independent Movies",R,2015,s3453,Krisha,Movie
"Krishan Kumar, Nagma, Satya Prakash, Master Bobby, Satish Kaushik, Laxmikant Berde, Mahavir Shah, Anil Dhawan, Shama Deshpande, Shatrughan Sinha",India,2017,Qtr 4,December,8,"After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster.",137 min,Bhagyaraj,"Comedies, Dramas, International Movies",TV-PG,2000,s4758,Papa the Great,Movie
"Krissada Sukosol, Natee Aekwijit, Yoakyake Chernyim, Der Doksadao, Note Chern-Yim, Kohtee Aramboy, Chaleumpol Tikumpornteerawong",Thailand,2018,Qtr 3,July,30,"Two new monks, one of them a former rock music star seeking inner peace, join a temple plagued by thieves who are stealing its valuable holy relics.",102 min,Note Chern-Yim,"Comedies, Faith & Spirituality, International Movies",TV-MA,2010,s2784,Holy Man 3,Movie
"Krissiri Sukhsvasti, Atchareeya Potipipittanakorn, Thaneth Warakulnukroh, Hattaya Wongkrachang, Somlek Sakdikul, Marinda Halpin, Gulsara Panyam, Kongkid Visessiri",Thailand,2019,Qtr 4,December,1,"This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world.",103 min,Tanawat Aiemjinda,"Children & Family Movies, Dramas, International Movies",TV-14,2019,s6007,Tee Shot: Ariya Jutanugarn,Movie
"Kristen Bell, Dax Shepard, Kristin Chenoweth, Tom Arnold, Bradley Cooper, Jess Rowland, Ryan Hansen, Beau Bridges, Michael Rosenbaum, David Koechner, Joy Bryant",United States,2019,Qtr 4,November,8,"Determined to get his fiancÃ©e to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her.",100 min,"David Palmer, Dax Shepard","Action & Adventure, Comedies, Romantic Movies",R,2012,s2756,Hit & Run,Movie
"Kristen Bell, Josh Gad, Jonathan Groff, Idina Menzel, Geoffrey Jones, Alfre Woodard, Carrie Harrington, Tim Hodge, David Murray, Sarah Chalke, Dave Foley, Derek Richardson, Betty White, Zachary Levi, Mandy Moore",United States,2015,Qtr 4,October,25,"This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast.""",90 min,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn",Children & Family Movies,TV-Y,2015,s7471,Walt Disney Animation Studios Short Films Collection,Movie
"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",United States,2018,Qtr 3,August,3,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.",104 min,Lauren Miller Rogen,"Comedies, Dramas",TV-MA,2018,s3639,Like Father,Movie
"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton, Alia Shawkat, Riley Keough, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks",United States,2020,Qtr 2,April,1,"This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians.",107 min,Floria Sigismondi,"Dramas, Independent Movies, Music & Musicals",R,2010,s6842,The Runaways,Movie
"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou GraÃ¯a, Nora von WaldstÃ¤tten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert","France, Germany, Czech Republic, Belgium",2019,Qtr 1,February,1,"A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home.",105 min,Olivier Assayas,"Dramas, International Movies, Thrillers",R,2016,s4834,Personal Shopper,Movie
